table_id,Category,Universe,Table Name,Measure
B16005B,Language,black or african american alone population 5 years and over,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16005C,Language,american indian and alaska native alone population 5 years and over,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16005D,Language,asian alone population 5 years and over,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16005E,Language,native hawaiian and other pacific islander alone population 5 years and over,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16005F,Language,some other race alone population 5 years and over,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16005G,Language,two or more races population 5 years and over,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16005H,Language,"white alone, not hispanic or latino population 5 years and over",NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16005I,Language,hispanic or latino population 5 years and over,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16006,Language,hispanic or latino population 5 years and over,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16007,Language,population 5 years and over,AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16008,Language,population 5 years and over,CITIZENSHIP STATUS BY AGE BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16008,Language,population 5 years and over,CITIZENSHIP STATUS BY AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16009,Language,population 5 years and over for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16010,Language,population 25 years and over,EDUCATIONAL ATTAINMENT AND EMPLOYMENT STATUS BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 25 YEARS AND OVER,Individuals
B17001,Poverty,population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17001A,Poverty,white alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17001B,Poverty,black or african american alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17001C,Poverty,american indian and alaska native alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17001D,Poverty,asian alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17001E,Poverty,native hawaiian and other pacific islander alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17001F,Poverty,some other race alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17001G,Poverty,two or more races population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17001H,Poverty,"white alone, not hispanic or latino population for whom poverty status is determined",POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17001I,Poverty,hispanic or latino population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Individuals
B17003,Poverty,population 25 years and over for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY EDUCATIONAL ATTAINMENT,Individuals
B17004,Poverty,population 16 years and over for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY WORK EXPERIENCE,Individuals
B17005,Poverty,civilian population 16 years and over for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY EMPLOYMENT STATUS,Individuals
B17006,Poverty,related children under 18 years,POVERTY STATUS IN THE PAST 12 MONTHS OF RELATED CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY AGE OF RELATED CHILDREN UNDER 18 YEARS,Individuals
B17007,Poverty,unrelated individuals 15 years and over for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS OF UNRELATED INDIVIDUALS 15 YEARS AND OVER BY SEX BY AGE,Individuals
B17008,Poverty,unrelated individuals 15 years and over for whom poverty status is determined,AGGREGATE INCOME DEFICIT  IN THE PAST 12 MONTHS OF UNRELATED INDIVIDUALS BY SEX,Aggregate Income Deficit (Individual)
B17008,Poverty,unrelated individuals with incomes in the past 12 months below the poverty level,AGGREGATE INCOME DEFICIT  IN THE PAST 12 MONTHS OF UNRELATED INDIVIDUALS BY SEX,Aggregate Income Deficit (Individual)
B17009,Poverty,unrelated individuals 15 years and over for whom poverty status is determined,POVERTY STATUS BY WORK EXPERIENCE OF UNRELATED INDIVIDUALS BY HOUSEHOLDER STATUS,Individuals
B17009,Poverty,unrelated individuals for whom poverty status is determined,POVERTY STATUS BY WORK EXPERIENCE OF UNRELATED INDIVIDUALS BY HOUSEHOLDER STATUS,Individuals
B17010,Poverty,families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17010A,Poverty,families with a householder who is white alone,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17010B,Poverty,families with a householder who is black or african american alone,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17010C,Poverty,families with a householder who is american indian and alaska native alone,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17010D,Poverty,families with a householder who is asian alone,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17010E,Poverty,families with a householder who is native hawaiian and other pacific islander alone,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17010F,Poverty,families with a householder who is some other race alone,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17010G,Poverty,families with a householder who is two or more races,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17010H,Poverty,"families with a householder who is white alone, not hispanic or latino",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17010I,Poverty,families with a householder who is hispanic or latino,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Families
B17011,Poverty,families with income in the past 12 months below the poverty level,AGGREGATE INCOME DEFICIT  IN THE PAST 12 MONTHS FOR FAMILIES BY FAMILY TYPE,Aggregate Income Deficit (Family)
B17012,Poverty,families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UNDER 18 YEARS,Families
B17013,Poverty,families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF PERSONS IN FAMILY,Families
B17014,Poverty,families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF WORKERS IN FAMILY,Families
B17015,Poverty,families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEMENTAL SECURITY INCOME  AND CASH PUBLIC ASSISTANCE INCOME,Families
B17016,Poverty,families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY WORK EXPERIENCE OF HOUSEHOLDER AND SPOUSE,Families
B17017,Poverty,households,POVERTY STATUS IN THE PAST 12 MONTHS BY HOUSEHOLD TYPE BY AGE OF HOUSEHOLDER,Households
B17018,Poverty,families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER,Families
B17019,Poverty,families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY TENURE,Families
B17020,Poverty,population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17020A,Poverty,white alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17020B,Poverty,black or african american alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17020C,Poverty,american indian and alaska native alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17020D,Poverty,asian alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17020E,Poverty,native hawaiian and other pacific islander alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17020F,Poverty,some other race alone population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17020G,Poverty,two or more races population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17020H,Poverty,"white alone, not hispanic or latino population for whom poverty status is determined",POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17020I,Poverty,hispanic or latino population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Individuals
B17021,Poverty,population for whom poverty status is determined,POVERTY STATUS OF INDIVIDUALS IN THE PAST 12 MONTHS BY LIVING ARRANGEMENT,Individuals
B17022,Poverty,families,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Individuals
B17023,Poverty,families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS,Families
B17024,Poverty,population for whom poverty status is determined,AGE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS,Individuals
B17025,Poverty,population for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY NATIVITY,Individuals
B17026,Poverty,families,RATIO OF INCOME TO POVERTY LEVEL OF FAMILIES IN THE PAST 12 MONTHS,Individuals
B18101,Disability,civilian noninstitutionalized population,SEX BY AGE BY DISABILITY STATUS,Individuals
B18101A,Disability,white alone civilian noninstitutionalized population,AGE BY DISABILITY STATUS,Individuals
B18101B,Disability,black or african american alone civilian noninstitutionalized population,AGE BY DISABILITY STATUS,Individuals
B18101C,Disability,american indian and alaska native alone civilian noninstitutionalized population,AGE BY DISABILITY STATUS,Individuals
B18101D,Disability,asian alone civilian noninstitutionalized population,AGE BY DISABILITY STATUS,Individuals
B18101E,Disability,native hawaiian and other pacific islander alone civilian noninstitutionalized population,AGE BY DISABILITY STATUS,Individuals
B18101F,Disability,some other race alone civilian noninstitutionalized population,AGE BY DISABILITY STATUS,Individuals
B18101G,Disability,two or more races civilian noninstitutionalized population,AGE BY DISABILITY STATUS,Individuals
B18101H,Disability,"white alone, not hispanic or latino civilian noninstitutionalized population",AGE BY DISABILITY STATUS,Individuals
B18101I,Disability,hispanic or latino civilian noninstitutionalized population,AGE BY DISABILITY STATUS,Individuals
B18102,Disability,civilian noninstitutionalized population,SEX BY AGE BY HEARING DIFFICULTY,Individuals
B18103,Disability,civilian noninstitutionalized population,SEX BY AGE BY VISION DIFFICULTY,Individuals
B18104,Disability,civilian noninstitutionalized population 5 years and over,SEX BY AGE BY COGNITIVE DIFFICULTY,Individuals
B18105,Disability,civilian noninstitutionalized population 5 years and over,SEX BY AGE BY AMBULATORY DIFFICULTY,Individuals
B18106,Disability,civilian noninstitutionalized population 5 years and over,SEX BY AGE BY SELF-CARE DIFFICULTY,Individuals
B18107,Disability,civilian noninstitutionalized population 18 years and over,SEX BY AGE BY INDEPENDENT LIVING DIFFICULTY,Individuals
B18135,Disability,civilian noninstitutionalized population,AGE BY DISABILITY STATUS BY HEALTH INSURANCE COVERAGE STATUS,Individuals
B18140,Disability,civilian noninstitutionalized population 16 years and over with earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS  BY DISABILITY STATUS BY SEX FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 16 YEARS AND OVER WITH EARNINGS,Median Earnings (Individual)
B19001,Income,households,HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19001A,Income,households with a householder who is white alone,HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19001B,Income,households with a householder who is black or african american alone,HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19001C,Income,households with a householder who is american indian and alaska native alone,HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19001D,Income,households with a householder who is asian alone,HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19001E,Income,households with a householder who is native hawaiian and other pacific islander alone,HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19001F,Income,households with a householder who is some other race alone,HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19001G,Income,households with a householder who is two or more races,HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19001H,Income,"households with a householder who is white alone, not hispanic or latino",HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19001I,Income,households with a householder who is hispanic or latino,HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19013,Income,households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19013A,Income,households with a householder who is white alone,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19013B,Income,households with a householder who is black or african american alone,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19013C,Income,households with a householder who is american indian and alaska native alone,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19013D,Income,households with a householder who is asian alone,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19013E,Income,households with a householder who is native hawaiian and other pacific islander alone,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19013F,Income,households with a householder who is some other race alone,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19013G,Income,households with a householder who is two or more races,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19013H,Income,"households with a householder who is white alone, not hispanic or latino",MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19013I,Income,households with a householder who is hispanic or latino,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19019,Income,households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY HOUSEHOLD SIZE,Median Income (Household)
B19025,Income,households,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19025A,Income,households with a householder who is white alone,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19025B,Income,households with a householder who is black or african american alone,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19025C,Income,households with a householder who is american indian and alaska native alone,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19025D,Income,households with a householder who is asian alone,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19025E,Income,households with a householder who is native hawaiian and other pacific islander alone,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19025F,Income,households with a householder who is some other race alone,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19025G,Income,households with a householder who is two or more races,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19025H,Income,"households with a householder who is white alone, not hispanic or latino",AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19025I,Income,households with a householder who is hispanic or latino,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Aggregate Income (Household)
B19037,Income,households,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19037A,Income,households with a householder who is white alone,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19037B,Income,households with a householder who is black or african american alone,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19037C,Income,households with a householder who is american indian and alaska native alone,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19037D,Income,households with a householder who is asian alone,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19037E,Income,households with a householder who is native hawaiian and other pacific islander alone,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19037F,Income,households with a householder who is some other race alone,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19037G,Income,households with a householder who is two or more races,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19037H,Income,"households with a householder who is white alone, not hispanic or latino",AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19037I,Income,households with a householder who is hispanic or latino,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Households
B19049,Income,households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY AGE OF HOUSEHOLDER,Median Income (Household)
B19050,Income,households,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY AGE OF HOUSEHOLDER,Aggregate Income (Household)
B19051,Income,households,EARNINGS IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Households
B19052,Income,households,WAGE OR SALARY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Households
B19053,Income,households,SELF-EMPLOYMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Households
B19054,Income,households,"INTEREST, DIVIDENDS, OR NET RENTAL INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS",Households
B19055,Income,households,SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Households
B19056,Income,households,SUPPLEMENTAL SECURITY INCOME  IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Households
B19057,Income,households,PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Households
B19058,Income,households,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Households
B19059,Income,households,RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Retirement Income (Household)
B19060,Income,households,OTHER TYPES OF INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Other Types of Income (Household)
B19061,Income,households,AGGREGATE EARNINGS IN THE PAST 12 MONTHS  FOR HOUSEHOLDS,Aggregate Earnings (Household)
B19062,Income,households,AGGREGATE WAGE OR SALARY INCOME IN THE PAST 12 MONTHS  FOR HOUSEHOLDS,Aggregate Wage or Salary Income (Households)
B19063,Income,households,AGGREGATE SELF-EMPLOYMENT INCOME IN THE PAST 12 MONTHS  FOR HOUSEHOLDS,Aggregate Self-Employment Income (Household)
B19064,Income,households,"AGGREGATE INTEREST, DIVIDENDS, OR NET RENTAL INCOME IN THE PAST 12 MONTHS  FOR HOUSEHOLDS","Aggregate Interest, Dividents, Net Rental Income (Household)"
B19065,Income,households,AGGREGATE SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS  FOR HOUSEHOLDS,Aggregate Social Security Income (Households)
B19066,Income,households,AGGREGATE SUPPLEMENTAL SECURITY INCOME  IN THE PAST 12 MONTHS  FOR HOUSEHOLDS,Aggregate Social Security Income (Households)
B19067,Income,households,AGGREGATE PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS  FOR HOUSEHOLDS,Aggregate Public Assistance Income (Household)
B19069,Income,households,AGGREGATE RETIREMENT INCOME IN THE PAST 12 MONTHS  FOR HOUSEHOLDS,Aggregate Retirement Income (Household)
B19070,Income,households,AGGREGATE OTHER TYPES OF INCOME IN THE PAST 12 MONTHS  FOR HOUSEHOLDS,Aggregate Other Types of Income (Household)
B19080,Income,households,HOUSEHOLD INCOME QUINTILE UPPER LIMITS,Upper Limits of Income Quintiles (Household)
B19081,Income,households,MEAN HOUSEHOLD INCOME OF QUINTILES,Mean Income by Quintile (Household)
B19082,Income,households,SHARES OF AGGREGATE HOUSEHOLD INCOME BY QUINTILE,Share of Aggregate Income (Household)
B19083,Income,households,GINI INDEX OF INCOME INEQUALITY,Gini Index
B19101,Income,families,FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19101A,Income,families with a householder who is white alone,FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19101B,Income,families with a householder who is black or african american alone,FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19101C,Income,families with a householder who is american indian and alaska native alone,FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19101D,Income,families with a householder who is asian alone,FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19101E,Income,families with a householder who is native hawaiian and other pacific islander alone,FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19101F,Income,families with a householder who is some other race alone,FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19101G,Income,families with a householder who is two or more races,FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19101H,Income,"families with a householder who is white alone, not hispanic or latino",FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19101I,Income,families with a householder who is hispanic or latino,FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19113,Income,families,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19113A,Income,families with a householder who is white alone,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19113B,Income,families with a householder who is black or african american alone,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19113C,Income,families with a householder who is american indian and alaska native alone,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19113D,Income,families with a householder who is asian alone,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19113E,Income,families with a householder who is native hawaiian and other pacific islander alone,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19113F,Income,families with a householder who is some other race alone,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19113G,Income,families with a householder who is two or more races,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19113H,Income,"families with a householder who is white alone, not hispanic or latino",MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19113I,Income,families with a householder who is hispanic or latino,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS,Median Income (Family)
B19119,Income,families,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS  BY FAMILY SIZE,Median Income (Family)
B19121,Income,families,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS  BY NUMBER OF EARNERS IN FAMILY,Median Income (Family)
B19125,Income,families,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS  BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,Median Income (Family)
B19126,Income,families,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS  BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,Median Income (Family)
B19127,Income,families,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS,Aggregate Income (Family)
B19128,Income,families,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS  BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,Aggregate Income (Family)
B19129,Income,families,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS  BY NUMBER OF WORKERS IN FAMILY,Aggregate Income (Family)
B19130,Income,families,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS  BY FAMILY TYPE BY AGE OF HOUSEHOLDER,Aggregate Income (Family)
B19131,Income,families,FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY INCOME IN THE PAST 12 MONTHS,Families
B19201,Income,nonfamily households,NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Income (Household)
B19202,Income,nonfamily households,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19202A,Income,nonfamily households with a householder who is white alone,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19202B,Income,nonfamily households with a householder who is black or african american alone,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19202C,Income,nonfamily households with householder who is american indian and alaska native alone,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19202D,Income,nonfamily households with a householder who is asian alone,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19202E,Income,nonfamily households with a householder who is native hawaiian and other pacific islander alone,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19202F,Income,nonfamily households with a householder who is some other race alone,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19202G,Income,nonfamily households with a householder who is two or more races,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
B19202H,Income,"nonfamily households with a householder who is white alone, not hispanic or latino",MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Income (Household)
